,word,frequency
31167,"traitor T R EY T ER
",2
31168,"traitorous T R EY T ER AH S
",1
31169,"traitors T R EY T ER Z
",4
31170,"traits T R EY T S
",6
31171,"trajectory T R AH JH EH K T ER IY
",2
31172,"trammel T R AE M AH L
",1
31173,"tramp T R AE M P
",1
31174,"tramped T R AE M P T
",2
31175,"trample T R AE M P AH L
",3
31176,"trampled T R AE M P AH L D
",1
31177,"trampling T R AE M P L IH NG
",1
31178,"trance T R AE N S
",4
31179,"tranquil T R AE NG K W AH L
",2
31180,"tranquility T R AE NG K W IH L IH T IY
",4
31181,"tranquilizer T R AE NG K W AH L AY Z ER
",1
31182,"tranquilizers T R AE NG K W AH L AY Z ER Z
",4
31183,"tranquillity T R AE NG K W IH L IH T IY
",1
31184,"transact T R AE N Z AE K T
",3
31185,"transaction T R AE N Z AE K SH AH N
",5
31186,"transactions T R AE N Z AE K SH AH N Z
",5
31187,"transatlantic T R AE N Z AH T L AE N T IH K
",1
31188,"transcend T R AE N S EH N D
",1
31189,"transcended T R AE N S EH N D IH D
",1
31190,"transcendence T R AE N S EH N D AH N S
",2
31191,"transcendent T R AE N S EH N D AH N T
",2
31192,"transcendental T R AE N S AH N D EH N T AH L
",3
31193,"transcending T R AE N S EH N D IH NG
",3
31194,"transcends T R AE N S EH N D Z
",6
31195,"transcribe T R AE N S K R AY B
",1
31196,"transcribed T R AE N S K R AY B D
",3
31197,"transcript T R AE N S K R IH P T
",4
31198,"transcription T R AE N S K R IH P SH AH N
",2
31199,"transcripts T R AE N S K R IH P T S
",2
31200,"transducer T R AE N S D UW S ER
",10
31201,"transducers T R AE N S D UW S ER Z
",2
31202,"transfer T R AE N S F ER
",39
31203,"transfered T R AE N S F ER D
",1
31204,"transference T R AE N S F ER AH N S
",2
31205,"transferred T R AE N S F ER D
",29
31206,"transferring T R AE N S F ER IH NG
",1
31207,"transfers T R AE N S F ER Z
",11
31208,"transform T R AE N S F AO R M
",7
31209,"transformation T R AE N S F ER M EY SH AH N
",20
31210,"transformed T R AE N S F AO R M D
",25
31211,"transformer T R AE N S F AO R M ER
",1
31212,"transformers T R AE N S F AO R M ER Z
",2
31213,"transforming T R AE N S F AO R M IH NG
",2
31214,"transforms T R AE N S F AO R M Z
",3
31215,"transfusions T R AE N S F Y UW ZH AH N Z
",4
31216,"transgressed T R AE N Z G R EH S T
",1
31217,"transgression T R AE N Z G R EH SH AH N
",1
31218,"transience T R AE N Z IY AH N S
",1
31219,"transient T R AE N ZH AH N T
",3
31220,"transients T R AE N Z IY AH N T S
",1
31221,"transistor T R AE N Z IH S T ER
",1
31222,"transistors T R AE N Z IH S T ER Z
",1
31223,"transit T R AE N Z IH T
",16
31224,"transition T R AE N Z IH SH AH N
",32
31225,"transitional T R AE N S IH SH AH N AH L
",5
31226,"transitions T R AE N Z IH SH AH N Z
",5
31227,"translate T R AE N Z L EY T
",16
31228,"translated T R AE N Z L EY T IH D
",16
31229,"translates T R AE N Z L EY T S
",1
31230,"translating T R AE N Z L EY T IH NG
",2
31231,"translation T R AE N Z L EY SH AH N
",16
31232,"translations T R AE N Z L EY SH AH N Z
",3
31233,"translator T R AE N S L EY T ER
",1
31234,"translucent T R AE N S L UW S AH N T
",3
31235,"transmission T R AE N S M IH SH AH N
",16
31236,"transmit T R AE N Z M IH T
",3
31237,"transmits T R AE N Z M IH T S
",1
31238,"transmittable T R AE N Z M IH T AH B AH L
",1
31239,"transmitted T R AE N S M IH T IH D
",8
31240,"transmitter T R AE N S M IH T ER
",4
31241,"transmitting T R AE N S M IH T IH NG
",2
31242,"transoceanic T R AE N Z OW SH IY AE N IH K
",1
31243,"transom T R AE N S AH M
",17
31244,"transoms T R AE N S AH M Z
",2
31245,"transparency T R AE N S P EH R AH N S IY
",2
31246,"transparent T R AE N S P EH R AH N T
",13
31247,"transpired T R AE N S P AY ER D
",3
31248,"transpiring T R AE N S P AY ER IH NG
",4
31249,"transplant T R AE N S P L AE N T
",2
31250,"transplanted T R AE N S P L AE N T IH D
",1
31251,"transplanting T R AE N S P L AE N T IH NG
",1
31252,"transport T R AE N S P AO R T
",18
31253,"transportation T R AE N S P ER T EY SH AH N
",43
31254,"transported T R AE N S P AO R T IH D
",5
31255,"transporting T R AE N S P AO R T IH NG
",3
31256,"transports T R AE N S P AO R T S
",5
31257,"transposed T R AE N S P OW Z D
",5
31258,"transverse T R AE N Z V ER S
",4
31259,"transylvania T R AE N Z IY L V EY N IY AH
",2
31260,"trap T R AE P
",20
31261,"trapp T R AE P
",1
31262,"trapped T R AE P T
",7
31263,"trapper T R AE P ER
",2
31264,"trapping T R AE P IH NG
",2
31265,"trappings T R AE P IH NG Z
",3
31266,"traps T R AE P S
",8
31267,"trash T R AE SH
",2
31268,"trauma T R AO M AH
",1
31269,"traumatic T R AO M AE T IH K
",1
31270,"travel T R AE V AH L
",61
31271,"traveled T R AE V AH L D
",22
31272,"traveler T R AE V AH L ER
",8
31273,"travelers T R AE V AH L ER Z
",8
31274,"traveling T R AE V AH L IH NG
",19
31275,"travelled T R AE V AH L D
",4
31276,"traveller T R AE V AH L ER
",3
31277,"travellers T R AE V AH L ER Z
",2
31278,"travelling T R AE V AH L IH NG
",4
31279,"travelogue T R AE V AH L AO G
",2
31280,"travels T R AE V AH L Z
",5
31281,"traverse T R AE V ER S
",5
31282,"traversed T R AE V ER S T
",6
31283,"traversing T R AH V ER S IH NG
",1
31284,"travesty T R AE V AH S T IY
",1
31285,"trawler T R AO L ER
",1
31286,"tray T R EY
",18
31287,"trays T R EY Z
",3
31288,"treacherous T R EH CH ER AH S
",6
31289,"tread T R EH D
",5
31290,"treading T R EH D IH NG
",1
31291,"treadmill T R EH D M IH L
",1
31292,"treadwell T R EH D W EH L
",1
31293,"treason T R IY Z AH N
",6
31294,"treasonous T R IY Z AH N AH S
",1
31295,"treasure T R EH ZH ER
",4
31296,"treasured T R EH ZH ER D
",2
31297,"treasurer T R EH ZH ER ER
",14
31298,"treasures T R EH ZH ER Z
",6
31299,"treasuries T R EH ZH ER IY Z
",1
31300,"treasury T R EH ZH ER IY
",40
31301,"treasury's T R EH ZH ER IY Z
",1
31302,"treat T R IY T
",26
31303,"treated T R IY T IH D
",75
31304,"treaties T R IY T IY Z
",4
31305,"treating T R IY T IH NG
",11
31306,"treatise T R IY T AH S
",1
31307,"treatment T R IY T M AH N T
",127
31308,"treatments T R IY T M AH N T S
",11
31309,"treats T R IY T S
",14
31310,"treaty T R IY T IY
",20
31311,"treble T R EH B AH L
",2
31312,"tree T R IY
",59
31313,"treece T R IY S
",1
31314,"trees T R IY Z
",101
31315,"treetops T R IY T AO P S
",1
31316,"trek T R EH K
",2
31317,"trekked T R EH K T
",1
31318,"tremble T R EH M B AH L
",10
31319,"trembled T R EH M B AH L D
",5
31320,"trembling T R EH M B AH L IH NG
",26
31321,"tremendous T R AH M EH N D AH S
",37
31322,"tremendously T R AH M EH N D AH S L IY
",10
31323,"tremor T R EH M ER
",2
31324,"tremulously T R EH M Y AH L AH S L IY
",1
31325,"trench T R EH N CH
",2
31326,"trenchant T R EH N CH AH N T
",4
31327,"trenchard T R EH NG K ER D
",2
31328,"trenches T R EH N CH IH Z
",1
31329,"trend T R EH N D
",46
31330,"trends T R EH N D Z
",21
31331,"trenton T R EH N T AH N
",4
31332,"trestle T R EH S AH L
",1
31333,"trevelyan T R AH V EH L Y AH N
",17
31334,"tri-state T R AY S T EY T
",12
31335,"triad T R AY AE D
",1
31336,"trial T R AY AH L
",134
31337,"trials T R AY AH L Z
",39
31338,"triangle T R AY AE NG G AH L
",4
31339,"triangles T R AY AE NG G AH L Z
",1
31340,"triangular T R AY AE NG G Y AH L ER
",5
31341,"tribal T R AY B AH L
",6
31342,"tribe T R AY B
",4
31343,"tribe's T R AY B Z
",1
31344,"tribes T R AY B Z
",12
31345,"tribesmen T R AY B Z M IH N
",2
31346,"tribulation T R IH B Y AH L EY SH AH N
",1
31347,"tribunal T R AH B Y UW N AH L
",5
31348,"tribunals T R AY B Y UW N AH L Z
",4
31349,"tribune T R IH B Y UW N
",13
31350,"tribune's T R IH B Y UW N Z
",1
31351,"tribute T R IH B Y UW T
",24
31352,"tributes T R IH B Y UW T S
",1
31353,"trick T R IH K
",15
31354,"tricked T R IH K T
",2
31355,"trickle T R IH K AH L
",2
31356,"trickling T R IH K L IH NG
",2
31357,"tricks T R IH K S
",8
31358,"trickster T R IH K S T ER
",2
31359,"tricky T R IH K IY
",1
31360,"tried T R AY D
",170
31361,"tries T R AY Z
",13
31362,"trifle T R AY F AH L
",9
31363,"trifling T R AY F L IH NG
",2
31364,"trig T R IH G
",10
31365,"trigg T R IH G
",1
31366,"trigger T R IH G ER
",12
31367,"triggered T R IH G ER D
",7
31368,"trill T R IH L
",3
31369,"trillion T R IH L Y AH N
",1
31370,"trilogy T R IH L AH JH IY
",4
31371,"trim T R IH M
",20
31372,"trimble T R IH M B AH L
",3
31373,"trimester T R AY M EH S T ER
",1
31374,"trimmed T R IH M D
",4
31375,"trimmer T R IH M ER
",2
31376,"trimming T R IH M IH NG
",2
31377,"trimmings T R IH M IH NG Z
",4
31378,"trims T R IH M Z
",1
31379,"trinidad T R IH N IH D AE D
",1
31380,"trinity T R IH N AH T IY
",5
31381,"trinket T R IH NG K AH T
",1
31382,"trinkets T R IH NG K AH T S
",1
31383,"trio T R IY OW
",9
31384,"triomphe T R IY OW M F
",1
31385,"trip T R IH P
",81
31386,"tripartite T R AY P AA R T AY T
",1
31387,"tripe T R AY P
",1
31388,"triple T R IH P AH L
",5
31389,"tripled T R IH P AH L D
",4
31390,"triplet T R IH P L AH T
",1
31391,"triplets T R IH P L AH T S
",3
31392,"tripod T R AY P AA D
",3
31393,"tripods T R AY P AA D Z
",1
31394,"tripoli T R IH P AH L IY
",1
31395,"tripped T R IH P T
",2
31396,"tripping T R IH P IH NG
",2
31397,"trips T R IH P S
",29
31398,"triptych T R IH P T IH K
",2
31399,"tristan T R IH S T AE N
",1
31400,"trite T R AY T
",2
31401,"triumph T R AY AH M F
",22
31402,"triumphant T R AY AH M F AH N T
",5
31403,"triumphantly T R AY AH M F AH N T L IY
",8
31404,"triumphs T R AY AH M F S
",3
31405,"trivia T R IH V IY AH
",2
31406,"trivial T R IH V IY AH L
",11
31407,"triviality T R IH V IY AE L AH T IY
",2
31408,"troika T R OY K AH
",1
31409,"trolley T R AA L IY
",5
31410,"trolls T R OW L Z
",1
31411,"trombonist T R AA M B OW N IH S T
",1
31412,"troop T R UW P
",16
31413,"trooper T R UW P ER
",7
31414,"troopers T R UW P ER Z
",6
31415,"troops T R UW P S
",53
31416,"trophies T R OW F IY Z
",2
31417,"trophy T R OW F IY
",8
31418,"tropic T R AA P IH K
",3
31419,"tropical T R AA P IH K AH L
",11
31420,"tropics T R AA P IH K S
",1
31421,"trot T R AA T
",12
31422,"trotsky T R AA T S K IY
",1
31423,"trotted T R AA T IH D
",7
31424,"trotter T R AA T ER
",1
31425,"trouble T R AH B AH L
",134
31426,"troubled T R AH B AH L D
",31
31427,"troubles T R AH B AH L Z
",22
31428,"troubleshooter T R AH B AH L SH UW T ER
",1
31429,"troublesome T R AH B AH L S AH M
",7
31430,"troubling T R AH B AH L IH NG
",2
31431,"trough T R AO F
",3
31432,"troughs T R AO F S
",1
31433,"troup T R UW P
",3
31434,"troupe T R UW P
",3
31435,"troupes T R UW P S
",1
31436,"trouser T R AW Z ER
",3
31437,"trousers T R AW Z ER Z
",7
31438,"trout T R AW T
",4
31439,"troy T R OY
",3
31440,"truant T R UW AH N T
",1
31441,"truce T R UW S
",5
31442,"truck T R AH K
",57
31443,"truck's T R AH K S
",1
31444,"trucked T R AH K T
",1
31445,"truckee T R AH K IY
",1
31446,"trucker T R AH K ER
",1
31447,"truckers T R AH K ER Z
",1
31448,"trucking T R AH K IH NG
",2
31449,"trucks T R AH K S
",22
31450,"truculent T R AH K Y AH L AH N T
",1
31451,"trudged T R AH JH D
",4
31452,"true T R UW
",231
31453,"truer T R UW ER
",2
31454,"truest T R UW IH S T
",2
31455,"truism T R UW IH Z AH M
",3
31456,"trujillo T R UW HH IY OW
",12
31457,"truly T R UW L IY
",57
31458,"truman T R UW M AH N
",13
31459,"truman's T R UW M AH N Z
",3
31460,"trumbull T R AH M B AH L
",1
31461,"trump T R AH M P
",1
31462,"trumpet T R AH M P AH T
",7
31463,"trumpeter T R AH M P AH T ER
",1
31464,"trumps T R AH M P S
",1
31465,"truncated T R AH NG K EY T IH D
",3
31466,"trundle T R AH N D AH L
",1
31467,"trunk T R AH NG K
",8
31468,"trunks T R AH NG K S
",5
31469,"trusses T R AH S IH Z
",2
31470,"trust T R AH S T
",52
31471,"trusted T R AH S T IH D
",11
31472,"trustee T R AH S T IY
",9
31473,"trustee's T R AH S T IY Z
",1
31474,"trustees T R AH S T IY Z
",25
31475,"trustees' T R AH S T IY Z
",2
31476,"trusteeship T R AH S T IY SH IH P
",1
31477,"trusting T R AH S T IH NG
",4
31478,"trusts T R AH S T S
",7
31479,"trustworthy T R AH S T W ER DH IY
",3
31480,"truth T R UW TH
",126
31481,"truthful T R UW TH F AH L
",1
31482,"truthfully T R UW TH F AH L IY
",5
31483,"truthfulness T R UW TH F AH L N AH S
",2
31484,"truths T R UW TH S
",4
31485,"try T R AY
",140
31486,"trying T R AY IH NG
",163
31487,"tsar Z AA R
",1
31488,"tsunami T S UW N AA M IY
",21
31489,"tub T AH B
",13
31490,"tuba T UW B AH
",1
31491,"tube T UW B
",31
31492,"tuberculosis T AH B ER K Y AH L OW S IH S
",6
31493,"tubers T UW B ER S
",1
31494,"tubes T UW B Z
",24
31495,"tubing T UW B IH NG
",6
31496,"tubs T AH B Z
",5
31497,"tubular T UW B Y AH L ER
",4
31498,"tuck T AH K
",2
31499,"tucked T AH K T
",6
31500,"tucker T AH K ER
",5
31501,"tucker's T AH K ER Z
",1
31502,"tucking T AH K IH NG
",2
31503,"tucson T UW S AA N
",3
31504,"tudor T UW D ER
",4
31505,"tuesday T UW Z D IY
",58
31506,"tuesday's T UW Z D IY Z
",1
31507,"tufts T AH F T S
",1
31508,"tug T AH G
",3
31509,"tugged T AH G D
",2
31510,"tugging T AH G IH NG
",1
31511,"tuition T Y UW IH SH AH N
",5
31512,"tulane T UW L EY N
",1
31513,"tulip T UW L AH P
",4
31514,"tulips T UW L AH P S
",2
31515,"tullio T UW L IY OW
",1
31516,"tulsa T AH L S AH
",1
31517,"tumble T AH M B AH L
",3
31518,"tumbled T AH M B AH L D
",13
31519,"tumbler T AH M B L ER
",2
31520,"tumbles T AH M B AH L Z
",1
31521,"tumbling T AH M B AH L IH NG
",3
31522,"tumor T UW M ER
",17
31523,"tumors T UW M ER Z
",8
31524,"tumultuous T UW M AH L CH UW AH S
",1
31525,"tune T UW N
",10
31526,"tuned T UW N D
",3
31527,"tuneful T UW N F AH L
",1
31528,"tunes T UW N Z
",7
31529,"tung T AH NG
",2
31530,"tungsten T AH NG S T AH N
",4
31531,"tunic T UW N IH K
",1
31532,"tuning T UW N IH NG
",3
31533,"tunis T UW N IH S
",1
31534,"tunisia T UW N IY ZH AH
",3
31535,"tunisian T UW N IY ZH AH N
",3
31536,"tunnel T AH N AH L
",10
31537,"tunnels T AH N AH L Z
",3
31538,"tuohy T UW IY
",1
31539,"turandot T ER AE N D AH T
",1
31540,"turban T ER B AH N
",2
31541,"turbine T ER B AY N
",6
31542,"turbines T ER B AY N Z
",1
31543,"turbofan T ER B OW F AE N
",1
31544,"turbulence T ER B Y AH L AH N S
",3
31545,"turbulent T ER B Y AH L AH N T
",4
31546,"turf T ER F
",3
31547,"turin T Y UH R IH N
",2
31548,"turk T ER K
",5
31549,"turkey T ER K IY
",9
31550,"turkeys T ER K IY Z
",1
31551,"turkish T ER K IH SH
",12
31552,"turks T ER K S
",5
31553,"turmoil T ER M OY L
",12
31554,"turn T ER N
",233
31555,"turn-out T ER N AW T
",1
31556,"turnaround T ER N ER AW N D
",1
31557,"turned T ER N D
",320
31558,"turner T ER N ER
",6
31559,"turning T ER N IH NG
",75
31560,"turnips T ER N AH P S
",1
31561,"turnkey T ER N K IY
",1
31562,"turnoff T ER N AO F
",1
31563,"turnout T ER N AW T
",3
31564,"turnouts T ER N AW T S
",2
31565,"turnover T ER N OW V ER
",2
31566,"turnpike T ER N P AY K
",15
31567,"turnpikes T ER N P AY K S
",10
31568,"turns T ER N Z
",38
31569,"turntable T ER N T EY B AH L
",1
31570,"turpentine T ER P AH N T AY N
",4
31571,"turquoise T ER K W OY Z
",3
31572,"turret T ER AH T
",3
31573,"turrets T ER AH T S
",1
31574,"turtle T ER T AH L
",8
31575,"turtleneck T ER T AH L N EH K
",2
31576,"turtles T ER T AH L Z
",1
31577,"tuscany T AH S K AH N IY
",2
31578,"tuskegee T AH S K AH G IY
",1
31579,"tusks T AH S K S
",3
31580,"tussle T AH S AH L
",4
31581,"tutor T UW T ER
",4
31582,"tutorials T UW T AO R IY AH L Z
",1
31583,"tutoring T UW T ER IH NG
",2
31584,"tutors T UW T ER Z
",1
31585,"tuttle T AH T AH L
",4
31586,"tv T IY V IY
",39
31587,"twain T W EY N
",1
31588,"twain's T W EY N Z
",1
31589,"tweed T W IY D
",5
31590,"tweedy T W IY D IY
",1
31591,"twelfth T W EH L F TH
",5
31592,"twelve T W EH L V
",48
31593,"twenties T W EH N T IY Z
",10
31594,"twentieth T W EH N T IY AH TH
",20
31595,"twenty T W EH N T IY
",80
31596,"twenty-first T W EH N T IY F ER S T
",3
31597,"twenty-five T W EH N T IY F AY V
",25
31598,"twenty-four T W EH N T IY F AO R
",14
31599,"twenty-one T W EH N T IY W AO N
",8
31600,"twenty-three T W EH N T IY TH R IY
",7
31601,"twenty-two T W EH N T IY T UW
",8
31602,"twice T W AY S
",74
31603,"twigged T W IH G D
",1
31604,"twigs T W IH G Z
",1
31605,"twilight T W AY L AY T
",4
31606,"twin T W IH N
",7
31607,"twined T W AY N D
",4
31608,"twinge T W IH N JH
",3
31609,"twinkle T W IH NG K AH L
",3
31610,"twinkling T W IH NG K AH L IH NG
",2
31611,"twins T W IH N Z
",12
31612,"twins' T W IH N Z
",1
31613,"twirled T W ER L D
",1
31614,"twirler T W ER L ER
",3
31615,"twirling T W ER L IH NG
",5
31616,"twist T W IH S T
",18
31617,"twisted T W IH S T IH D
",19
31618,"twister T W IH S T ER
",4
31619,"twisting T W IH S T IH NG
",11
31620,"twists T W IH S T S
",6
31621,"twisty T W IH S T IY
",1
31622,"twitch T W IH CH
",3
31623,"twitched T W IH CH T
",4
31624,"twitching T W IH CH IH NG
",2
31625,"two T UW
",1412
31626,"two-day T UW D EY
",4
31627,"two-dimensional T UW D IH M EH N SH AH N AH L
",1
31628,"two-thirds T UW TH ER D Z
",12
31629,"two-way T UW W EY
",1
31630,"twofold T UW F OW L D
",4
31631,"twos T UW Z
",2
31632,"twosome T UW S AH M
",1
31633,"tycoon T AY K UW N
",1
31634,"tying T AY IH NG
",5
31635,"tyler T AY L ER
",2
31636,"type T AY P
",200
31637,"typed T AY P T
",3
31638,"types T AY P S
",116
31639,"typesetting T AY P S EH T IH NG
",1
31640,"typewriter T AY P R AY T ER
",10
31641,"typewriters T AY P R AY T ER Z
",1
31642,"typewriting T AY P R AY T IH NG
",1
31643,"typewritten T AY P R IH T AH N
",1
31644,"typhoid T AY F OY D
",2
31645,"typhoon T AY F UW N
",1
31646,"typhus T AY F AH S
",3
31647,"typical T IH P AH K AH L
",65
31648,"typically T IH P IH K L IY
",16
31649,"typified T IH P AH F AY D
",2
31650,"typify T IH P AH F AY
",1
31651,"typing T AY P IH NG
",7
31652,"typography T AH P AA G R AH F IY
",3
31653,"typology T AY P OW L AH G IH
",1
31654,"tyrannical T ER AE N IH K AH L
",1
31655,"tyranny T IH R AH N IY
",11
31656,"tyrant T AY R AH N T
",2
31657,"tyrants T AY R AH N T S
",1
31658,"tyson T AY S AH N
",1
31659,"u Y UW
",13
31660,"u. Y UW
",62
31661,"u.'s Y UW Z
",1
31662,"u.n. Y UW EH N
",52
31663,"u.s. Y UW EH S
",162
31664,"u.s.a. Y UW EH S EY
",4
31665,"u.s.c. Y UW EH S IY
",2
31666,"ubiquitous Y UW B IH K W IH T AH S
",2
31667,"udall Y UW D AH L
",6
31668,"ugh AH G
",1
31669,"uglier AH G L IY ER
",2
31670,"ugliness AH G L IY N AH S
",7
31671,"ugly AH G L IY
",21
31672,"uh AH
",6
31673,"uh-huh AH HH AH
",5
31674,"uk Y UW K EY
",1
31675,"ukrainian Y UW K R EY N IY AH N
",3
31676,"ukrainians Y UW K R EY N IY AH N Z
",1
31677,"ulbricht AH L B R IH K T
",2
31678,"ulcer AH L S ER
",5
31679,"ulcerations AH L S ER EY SH AH N Z
",1
31680,"ullman AH L M AH N
",1
31681,"ultimate AH L T AH M AH T
",59
31682,"ultimately AH L T AH M AH T L IY
",23
31683,"ultimatum AH L T AH M EY T AH M
",3
31684,"ultramodern AH L T R AH M AA D ER N
",1
31685,"ultrasonic AH L T R AH S AA N IH K
",8
31686,"ultraviolet AH L T R AH V AY AH L IH T
",14
31687,"um AH M
",4
31688,"umbrella AH M B R EH L AH
",8
31689,"umbrellas AH M B R EH L AH Z
",3
31690,"umm AH M
",1
31691,"umpire AH M P AY ER
",1
31692,"un AH N
",13
31693,"unabashed AH N AH B AE SH T
",3
31694,"unabated AH N AH B EY T IH D
",2
31695,"unable AH N EY B AH L
",54
31696,"unabridged AH N AH B R IH JH D
",1
31697,"unacceptable AH N AE K S EH P T AH B AH L
",1
31698,"unaccompanied AH N AH K AH M P AH N IY D
",3
31699,"unaccountable AH N AH K AW N T AH B AH L
",1
31700,"unaccountably AH N AH K AW N T AH B L IY
",2
31701,"unaccustomed AH N AH K AH S T AH M D
",1
31702,"unadjusted AH N AH JH AH S T IH D
",12
31703,"unadorned AH N AH D AO R N D
",1
31704,"unadulterated AH N AH D AH L T ER EY T IH D
",1
31705,"unaffected AH N AH F EH K T IH D
",3
31706,"unafraid AH N AH F R EY D
",4
31707,"unaided AH N EY D IH D
",4
31708,"unalienable AH N EY L IY EH N AH B AH L
",1
31709,"unalloyed AH N AE L OY D
",1
31710,"unalterable AH N AO L T ER AH B AH L
",1
31711,"unambiguous AH N AE M B IH G Y AH W AH S
",3
31712,"unambiguously AH N AE M B IH G Y UW AH S L IY
",2
31713,"unanimity Y UW N AH N IH M AH T IY
",5
31714,"unanimous Y UW N AE N AH M AH S
",5
31715,"unanimously Y UW N AE N AH M AH S L IY
",11
31716,"unannounced AH N AH N AW N S T
",2
31717,"unanswered AH N AE N S ER D
",1
31718,"unappreciated AH N AH P R IY SH IY EY T IH D
",1
31719,"unarmed AH N AA R M D
",4
31720,"unashamedly AH N AH SH EY M AH D L IY
",1
31721,"unassisted AH N AH S IH S T IH D
",2
31722,"unattached AH N AH T AE CH T
",2
31723,"unattainable AH N AH T EY N AH B AH L
",1
31724,"unattended AH N AH T EH N D IH D
",2
31725,"unattractive AH N AH T R AE K T IH V
",3
31726,"unauthentic AH N AO TH EH N T IH K
",1
31727,"unauthorized AH N AO TH ER AY Z D
",2
31728,"unavailable AH N AH V EY L AH B AH L
",7
31729,"unavailing AH N AH V EY L IH NG
",1
31730,"unavoidable AH N AH V OY D AH B AH L
",7
31731,"unavoidably AH N AH V OY D AH B L IY
",3
31732,"unaware AH N AH W EH R
",13
31733,"unbalance AH N B AE L AH N S
",1
31734,"unbalanced AH N B AE L AH N S T
",3
31735,"unbearable AH N B EH R AH B AH L
",6
31736,"unbearably AH N B EH R AH B L IY
",1
31737,"unbeknownst AH N B IY N OW N S T
",1
31738,"unbelievable AH N B AH L IY V AH B AH L
",4
31739,"unbelievably AH N B AH L IY V AH B L IY
",1
31740,"unbelieving AH N B AH L IY V IH NG
",1
31741,"unblemished AH N B L EH M IH SH T
",1
31742,"unborn AH N B AO R N
",4
31743,"unbound AH N B AW N D
",1
31744,"unbounded AH N B AW N D IH D
",1
31745,"unbreakable AH N B R EY K AH B AH L
",5
31746,"unbridled AH N B R AY D AH L D
",2
31747,"unbroken AH N B R OW K AH N
",7
31748,"unburdened AH N B ER D AH N D
",1
31749,"unburned AH N B ER N D
",1
31750,"uncalled AH N K AO L D
",1
31751,"uncanny AH N K AE N IY
",5
31752,"unceasing AH N S IY S IH NG
",1
31753,"uncertain AH N S ER T AH N
",22
31754,"uncertainly AH N S ER T AH N L IY
",2
31755,"uncertainties AH N S ER T AH N T IY Z
",5
31756,"uncertainty AH N S ER T AH N T IY
",17
31757,"unchallenged AH N CH AE L IH N JH D
",2
31758,"unchanged AH N CH EY N JH D
",9
31759,"unchanging AH N CH EY N JH IH NG
",2
31760,"uncharted AH N CH AA R T IH D
",3
31761,"unchecked AH N CH EH K T
",1
31762,"uncivil AH N S IH V AH L
",1
31763,"unclaimed AH N K L EY M D
",2
31764,"uncle AH NG K AH L
",57
31765,"uncle's AH NG K AH L Z
",5
31766,"unclean AH N K L IY N
",4
31767,"unclear AH N K L IH R
",2
31768,"uncles AH NG K AH L Z
",3
31769,"uncluttered AH N K L AH T ER D
",1
31770,"uncomfortable AH N K AH M F ER T AH B AH L
",14
31771,"uncomfortably AH N K AH M F ER T AH B L IY
",3
31772,"uncommitted AH N K AH M IH T IH D
",3
31773,"uncommon AH N K AA M AH N
",8
31774,"uncommonly AH N K AA M AH N L IY
",1
31775,"uncompromising AH N K AA M P R AH M AY Z IH NG
",5
31776,"unconcern AH N K AH N S ER N
",1
31777,"unconcerned AH N K AH N S ER N D
",8
31778,"unconditional AH N K AH N D IH SH AH N AH L
",4
31779,"unconditionally AH N K AH N D IH SH AH N AH L IY
",2
31780,"unconnected AH N K AH N EH K T IH D
",2
31781,"unconscionable AH N K AA N SH AH N AH B AH L
",1
31782,"unconscious AH N K AA N SH AH S
",30
31783,"unconsciously AH N K AA N SH AH S L IY
",10
31784,"unconstitutional AH N K AA N S T AH T UW SH AH N AH L
",2
31785,"uncontrollable AH N K AH N T R OW L AH B AH L
",2
31786,"uncontrolled AH N K AH N T R OW L D
",4
31787,"unconventional AH N K AH N V EH N SH AH N AH L
",3
31788,"unconvincing AH N K AH N V IH N S IH NG
",2
31789,"uncooperative AH N K OW AA P ER AH T IH V
",2
31790,"uncorked AH N K AO R K T
",2
31791,"uncounted AH N K AW N T IH D
",3
31792,"uncover AH N K AH V ER
",4
31793,"uncovered AH N K AH V ER D
",7
31794,"uncritical AH N K R IH T IH K AH L
",3
31795,"uncritically AH N K R IH T IH K AH L IY
",1
31796,"und AH N D
",3
31797,"undamaged AH N D AE M AH JH D
",1
31798,"undaunted AH N D AO N T IH D
",1
31799,"undeclared AH N D IH K L EH R D
",1
31800,"undefined AH N D IH F AY N D
",4
31801,"undemocratic AH N D EH M AH K R AE T IH K
",1
31802,"undeniable AH N D IH N AY AH B AH L
",5
31803,"undeniably AH N D IH N AY AH B L IY
",1
31804,"under AH N D ER
",707
31805,"underachievers AH N D ER AH CH IY V ER Z
",1
31806,"underarm AH N D ER AA R M
",1
31807,"underbelly AH N D ER B EH L IY
",1
31808,"underbrush AH N D ER B R AH SH
",1
31809,"undercover AH N D ER K AH V ER
",1
31810,"undercurrent AH N D ER K ER AH N T
",3
31811,"undercut AH N D ER K AH T
",2
31812,"underdeveloped AH N D ER D IH V EH L AH P T
",10
31813,"underdog AH N D ER D AO G
",2
31814,"underestimate AH N D ER EH S T AH M EY T
",4
31815,"underestimated AH N D ER EH S T AH M EY T IH D
",2
31816,"underfoot AH N D ER F UH T
",4
31817,"undergo AH N D ER G OW
",8
31818,"undergoes AH N D ER G OW Z
",2
31819,"undergoing AH N D ER G OW IH NG
",12
31820,"undergone AH N D ER G AO N
",10
31821,"undergraduate AH N D ER G R AE JH AH W AH T
",11
